;;;;;;;;;;
Pais_Zona;Ano;Mes;Dia;Porcentagem_Internet;Velocidade_Internet_Mbps;Alfabetizacao_digital;Uso_Internet_movel_GB;5G_disponivel;Latitude;Longitude
Etiópia:Urbana;2015;4;1;44,264;57,3445;;3,65;0;9,145;40,4897
Etiópia:Urbana;2015;5;1;44,4104545454545;57,9731818181818;;3,72681818181818;0;9,145;40,4897
Etiópia:Urbana;2015;6;1;44,2437037037037;58,5103703703704;;3,76814814814815;0;9,145;40,4897
Etiópia:Urbana;2015;7;1;44,2889473684211;59,0478947368421;;3,82894736842105;0;9,145;40,4897
Etiópia:Urbana;2015;8;1;44,17625;59,6304166666667;;3,88166666666667;0;9,145;40,4897
Etiópia:Urbana;2015;9;1;44,2189473684211;60,1936842105263;;3,94947368421053;0;9,145;40,4897
Etiópia:Urbana;2015;10;1;44,1688;60,682;;3,984;0;9,145;40,4897
Etiópia:Urbana;2015;11;1;44,32;61,2141666666667;;Nao disponivel;0;9,145;40,4897
Etiópia:Urbana;2015;12;1;44,1666666666667;61,7355555555556;;4,11777777777778;0;9,145;40,4897
Etiópia:Urbana;2016;1;1;51,7639130434783;62,3008695652174;;4,17173913043478;0;9,145;40,4897
Etiópia:Urbana;2016;2;1;51,9463157894737;62,851052631579;;4,19105263157895;0;9,145;40,4897
Etiópia:Urbana;2016;3;1;52,0280952380952;63,3909523809524;;4,25857142857143;0;9,145;40,4897
Etiópia:Urbana;2016;4;1;52,0186363636364;63,9709090909091;;4,30954545454546;0;9,145;40,4897
Etiópia:Urbana;2016;5;1;52,0215;64,4825;;4,37;0;9,145;40,4897
Etiópia:Urbana;2016;6;1;51,8316666666667;64,97;;4,45833333333333;0;9,145;40,4897
Etiópia:Urbana;2016;7;1;52,1168181818182;65,5554545454546;;4,46590909090909;0;9,145;40,4897
Etiópia:Urbana;2016;8;1;52,037619047619;66,0995238095238;;4,55190476190476;0;9,145;40,4897
Etiópia:Urbana;2016;9;1;52,0257894736842;66,6447368421053;;4,58736842105263;0;9,145;40,4897
Etiópia:Urbana;2016;10;1;51,8942857142857;67,2466666666667;;4,65904761904762;0;9,145;40,4897
Etiópia:Urbana;2016;11;1;52,0161904761905;67,7271428571429;;4,71142857142857;0;9,145;40,4897
Etiópia:Urbana;2016;12;1;51,95;68,2908;;4,7632;0;9,145;40,4897
Etiópia:Urbana;2017;1;1;59,7327272727273;68,8218181818182;;4,81818181818182;0;9,145;40,4897
Etiópia:Urbana;2017;2;1;59,6357894736842;69,3547368421053;;4,85894736842105;0;9,145;40,4897
Etiópia:Urbana;2017;3;1;59,7079166666667;69,8745833333333;;4,88416666666667;0;9,145;40,4897
Etiópia:Urbana;2017;4;1;59,6360869565217;70,4778260869565;;4,94956521739131;0;9,145;40,4897
Etiópia:Urbana;2017;5;1;59,684;70,9775;;5,0365;0;9,145;40,4897
Etiópia:Urbana;2017;6;1;59,6552173913044;71,5317391304348;;5,0895652173913;0;9,145;40,4897
Etiópia:Urbana;2017;7;1;59,6915789473684;72,0505263157895;;5,11842105263158;0;9,145;40,4897
Etiópia:Urbana;2017;8;1;59,7283333333333;72,6195833333333;;5,19958333333333;0;9,145;40,4897
Etiópia:Urbana;2017;9;1;59,668125;73,183125;;5,21;0;9,145;40,4897
Etiópia:Urbana;2017;10;1;59,832;73,7124;;5,306;0;9,145;40,4897
Etiópia:Urbana;2017;11;1;59,9615384615385;74,1976923076923;;5,34923076923077;0;9,145;40,4897
Etiópia:Urbana;2017;12;1;59,7484;74,7748;;5,3884;0;9,145;40,4897
Etiópia:Urbana;2018;1;1;67,1522727272727;75,3245454545454;;5,46045454545455;0;9,145;40,4897
Etiópia:Urbana;2018;2;1;67,122;75,8905;;5,5185;0;9,145;40,4897
Etiópia:Urbana;2018;3;1;67,1768181818182;76,3922727272727;;5,56409090909091;0;9,145;40,4897
Etiópia:Urbana;2018;4;1;67,2690476190476;76,932380952381;;5,60714285714286;0;9,145;40,4897
Etiópia:Urbana;2018;5;1;67,1142857142857;77,46;;5,66809523809524;0;9,145;40,4897
Etiópia:Urbana;2018;6;1;67,0352173913043;77,995652173913;;5,70913043478261;0;9,145;40,4897
Etiópia:Urbana;2018;7;1;67,17;78,5577777777778;;5,77111111111111;0;9,145;40,4897
Etiópia:Urbana;2018;8;1;66,89;79,1394736842105;;5,83894736842105;0;9,145;40,4897
Etiópia:Urbana;2018;9;1;67,208;79,6332;;5,8756;0;9,145;40,4897
Etiópia:Urbana;2018;10;1;67,1546153846154;80,1888461538461;;5,92576923076923;0;9,145;40,4897
Etiópia:Urbana;2018;11;1;67,3276190476191;80,7628571428571;;5,98285714285714;0;9,145;40,4897
Etiópia:Urbana;2018;12;1;67,0215;81,2915;;6,053;0;9,145;40,4897
Etiópia:Urbana;2019;1;1;73,8218181818182;81,8690909090909;;6,12363636363636;0;9,145;40,4897
Etiópia:Urbana;2019;2;1;73,8317391304348;82,3739130434783;;6,15217391304348;0;9,145;40,4897
Etiópia:Urbana;2019;3;1;73,9931818181818;82,8231818181818;;6,18590909090909;0;9,145;40,4897
Etiópia:Urbana;2019;4;1;73,899;83,442;;6,2535;0;9,145;40,4897
Etiópia:Urbana;2019;5;1;74,0121052631579;83,9936842105263;;6,32842105263158;0;9,145;40,4897
Etiópia:Urbana;2019;6;1;73,6676470588235;84,4894117647059;;6,37176470588235;0;9,145;40,4897
Etiópia:Urbana;2019;7;1;73,924347826087;85,0652173913043;;6,42782608695652;0;9,145;40,4897
Etiópia:Urbana;2019;8;1;73,9218181818182;85,5968181818182;;6,47636363636364;0;9,145;40,4897
Etiópia:Urbana;2019;9;1;74,0217391304348;86,154347826087;;6,50826086956522;0;9,145;40,4897
Etiópia:Urbana;2019;10;1;73,8347619047619;86,7014285714286;;6,60142857142857;0;9,145;40,4897
Etiópia:Urbana;2019;11;1;73,899;87,2065;;6,6865;0;9,145;40,4897
Etiópia:Urbana;2019;12;1;74,0915384615385;87,7626923076923;;6,71230769230769;0;9,145;40,4897
Etiópia:Urbana;2020;1;1;91,9916666666667;88,3283333333333;;6,75555555555556;0;9,145;40,4897
Etiópia:Urbana;2020;2;1;91,6476190476191;88,8433333333333;;6,82523809523809;0;9,145;40,4897
Etiópia:Urbana;2020;3;1;91,9412;89,4112;;6,8604;0;9,145;40,4897
Etiópia:Urbana;2020;4;1;91,8831818181818;89,9481818181818;;6,91363636363636;0;9,145;40,4897
Etiópia:Urbana;2020;5;1;91,9625;90,4741666666667;;6,95083333333333;0;9,145;40,4897
Etiópia:Urbana;2020;6;1;91,8415;91,0045;;7,048;0;9,145;40,4897
Etiópia:Urbana;2020;7;1;91,9813636363636;91,5572727272727;;7,06636363636364;0;9,145;40,4897
Etiópia:Urbana;2020;8;1;91,9875;92,107;;7,125;0;9,145;40,4897
Etiópia:Urbana;2020;9;1;92,0736842105263;92,671052631579;;7,19631578947368;0;9,145;40,4897
Etiópia:Urbana;2020;10;1;91,7657894736842;93,1563157894737;;7,23631578947369;0;9,145;40,4897
Etiópia:Urbana;2020;11;1;92,023;93,7535;;7,285;0;9,145;40,4897
Etiópia:Urbana;2020;12;1;91,7813636363636;94,2927272727273;;7,34090909090909;0;9,145;40,4897
Etiópia:Urbana;2021;1;1;85,0209523809524;94,8447619047619;;7,43;0;9,145;40,4897
Etiópia:Urbana;2021;2;1;84,9186363636364;95,3631818181818;;7,42681818181818;0;9,145;40,4897
Etiópia:Urbana;2021;3;1;85,1613043478261;95,8595652173913;;7,52347826086957;0;9,145;40,4897
Etiópia:Urbana;2021;4;1;84,9888235294118;96,4588235294118;;7,57352941176471;0;9,145;40,4897
Etiópia:Urbana;2021;5;1;84,9782352941176;96,9847058823529;;7,60823529411765;0;9,145;40,4897
Etiópia:Urbana;2021;6;1;85,0808695652174;97,5213043478261;;7,66913043478261;0;9,145;40,4897
Etiópia:Urbana;2021;7;1;85,1427272727273;98,0904545454545;;7,74318181818182;0;9,145;40,4897
Etiópia:Urbana;2021;8;1;84,7275;98,582;;7,8055;0;9,145;40,4897
Etiópia:Urbana;2021;9;1;84,9590476190476;99,1633333333333;;7,84238095238095;0;9,145;40,4897
Etiópia:Urbana;2021;10;1;85,0409090909091;99,6640909090909;;7,87;0;9,145;40,4897
Etiópia:Urbana;2021;11;1;84,84125;100,234375;;7,9225;0;9,145;40,4897
Etiópia:Urbana;2021;12;1;85,12;100,8008;;7,9976;0;9,145;40,4897
Etiópia:Urbana;2022;1;1;89,2896296296296;101,322962962963;;8,04814814814815;0;9,145;40,4897
Etiópia:Urbana;2022;2;1;89,17625;101,83125;;8,1025;0;9,145;40,4897
Etiópia:Urbana;2022;3;1;89,3610526315789;102,372105263158;;8,16315789473684;0;9,145;40,4897
Etiópia:Urbana;2022;4;1;89,3486956521739;102,937391304348;;8,19130434782609;0;9,145;40,4897
Etiópia:Urbana;2022;5;1;89,26375;103,475416666667;;8,27458333333333;0;9,145;40,4897
Etiópia:Urbana;2022;6;1;89,1422222222222;104,018888888889;;8,34333333333333;0;9,145;40,4897
Etiópia:Urbana;2022;7;1;89,2617647058824;104,599411764706;;8,39588235294118;0;9,145;40,4897
Etiópia:Urbana;2022;8;1;89,275;105,0745;;8,4245;0;9,145;40,4897
Etiópia:Urbana;2022;9;1;89,18;105,650833333333;;8,48708333333333;0;9,145;40,4897
Etiópia:Urbana;2022;10;1;89,30125;106,180416666667;;8,55458333333333;0;9,145;40,4897
Etiópia:Urbana;2022;11;1;89,4765;106,7565;;8,574;0;9,145;40,4897
Etiópia:Urbana;2022;12;1;89,1616666666667;107,209444444444;;8,65333333333333;0;9,145;40,4897
Etiópia:Urbana;2023;1;1;92,6090909090909;107,832272727273;;8,69;0;9,145;40,4897
Etiópia:Urbana;2023;2;1;92,6435294117647;108,331176470588;;8,75411764705882;0;9,145;40,4897
Etiópia:Urbana;2023;3;1;92,7015789473684;108,916842105263;;8,79473684210526;0;9,145;40,4897
Etiópia:Urbana;2023;4;1;92,7611764705882;109,426470588235;;8,87117647058824;0;9,145;40,4897
Etiópia:Urbana;2023;5;1;92,4521739130435;109,993913043478;;8,90391304347826;0;9,145;40,4897
Etiópia:Urbana;2023;6;1;92,7547826086957;110,471304347826;;8,97130434782609;0;9,145;40,4897
Etiópia:Urbana;2023;7;1;92,4076190476191;111,008095238095;;9,01666666666667;0;9,145;40,4897
Etiópia:Urbana;2023;8;1;92,637;111,5985;;9,083;0;9,145;40,4897
Etiópia:Urbana;2023;9;1;92,2918181818182;112,143636363636;;9,14090909090909;0;9,145;40,4897
Etiópia:Urbana;2023;10;1;92,5781818181818;112,670454545455;;9,18545454545455;0;9,145;40,4897
Etiópia:Urbana;2023;11;1;92,6770588235294;113,200588235294;;9,22647058823529;0;9,145;40,4897
Etiópia:Urbana;2023;12;1;92,5247619047619;113,769523809524;;9,30238095238095;0;9,145;40,4897
Etiópia:Urbana;2024;1;1;95,3979166666667;114,35375;;9,35916666666667;0;9,145;40,4897
Etiópia:Urbana;2024;2;1;95,2336363636364;114,89;;9,43590909090909;0;9,145;40,4897
Etiópia:Urbana;2024;3;1;95,518;115,4055;;9,439;0;9,145;40,4897
Etiópia:Urbana;2024;4;1;95,3905555555556;115,92;;9,50222222222222;0;9,145;40,4897
Etiópia:Urbana;2024;5;1;95,2219047619048;116,514761904762;;9,57714285714286;0;9,145;40,4897
Etiópia:Urbana;2024;6;1;95,3180952380952;117,047619047619;;9,60047619047619;0;9,145;40,4897
Etiópia:Urbana;2024;7;1;95,387;117,591;;9,6855;0;9,145;40,4897
Etiópia:Urbana;2024;8;1;95,2904347826087;118,098260869565;;9,72913043478261;0;9,145;40,4897
Etiópia:Urbana;2024;9;1;95,3468421052632;118,675263157895;;9,79684210526316;0;9,145;40,4897
Etiópia:Urbana;2024;10;1;95,495625;119,224375;;9,838125;0;9,145;40,4897
Etiópia:Urbana;2024;11;1;95,55;119,7435;;9,9165;0;9,145;40,4897
Etiópia:Urbana;2024;12;1;95,0747368421053;120,309473684211;;9,96684210526316;0;9,145;40,4897
Etiópia:Urbana;2025;1;1;97,5695833333333;120,845833333333;;9,99875;0;9,145;40,4897
Etiópia:Urbana;2025;2;1;97,4257894736842;121,397368421053;;10,0363157894737;0;9,145;40,4897
Etiópia:Urbana;2025;3;1;97,5918518518519;121,880740740741;;10,1;0;9,145;40,4897
Etiópia:Urbana;2025;4;1;97,6854545454546;122,420454545455;;10,1804545454545;0;9,145;40,4897
Etiópia:Urbana;2025;5;1;97,6617391304348;122,97347826087;;10,2365217391304;0;9,145;40,4897
Etiópia:Urbana;2025;6;1;97,752;123,344;;10,226;0;9,145;40,4897
Alemanha:Rural;2010;1;1;25,2818181818182;23,3227272727273;;0,527272727272727;0;51,1657;10,4515
Alemanha:Rural;2010;2;1;25,28;23,5733333333333;;0,554444444444445;0;51,1657;10,4515
Alemanha:Rural;2010;3;1;25,39375;23,825;;0,56;0;51,1657;10,4515
Alemanha:Rural;2010;4;1;25,282;24,165;;0,607;0;51,1657;10,4515
Alemanha:Rural;2010;5;1;25,2945454545455;24,42;;0,632727272727273;0;51,1657;10,4515
Alemanha:Rural;2010;6;1;25,1481818181818;24,7681818181818;;0,637272727272727;0;51,1657;10,4515
Alemanha:Rural;2010;7;1;25,3633333333333;25,03;;0,678888888888889;0;51,1657;10,4515
Alemanha:Rural;2010;8;1;25,28375;25,3175;;0,70875;0;51,1657;10,4515
Alemanha:Rural;2010;9;1;25,3855555555556;25,5911111111111;;0,737777777777778;0;51,1657;10,4515
Alemanha:Rural;2010;10;1;25,28625;25,9025;;0,79125;0;51,1657;10,4515
Alemanha:Rural;2010;11;1;25,299;26,242;;0,825;0;51,1657;10,4515
Alemanha:Rural;2010;12;1;25,2881818181818;26,5;;0,845454545454546;0;51,1657;10,4515
Alemanha:Rural;2011;1;1;28,3171428571429;26,8357142857143;;0,865714285714286;0;51,1657;10,4515
Alemanha:Rural;2011;2;1;28,3281818181818;27,0890909090909;;0,895454545454545;0;51,1657;10,4515
Alemanha:Rural;2011;3;1;28,294;27,361;;0,919;0;51,1657;10,4515
Alemanha:Rural;2011;4;1;28,3644444444444;27,6111111111111;;0,974444444444444;0;51,1657;10,4515
Alemanha:Rural;2011;5;1;28,309;27,976;;0,961;0;51,1657;10,4515
Alemanha:Rural;2011;6;1;28,3533333333333;28,29;;1,04666666666667;0;51,1657;10,4515
Alemanha:Rural;2011;7;1;28,3455555555556;28,5655555555556;;1,02888888888889;0;51,1657;10,4515
Alemanha:Rural;2011;8;1;28,279;28,837;;1,064;0;51,1657;10,4515
Alemanha:Rural;2011;9;1;28,3525;29,15;;1,09625;0;51,1657;10,4515
Alemanha:Rural;2011;10;1;27,96625;29,4325;;1,14375;0;51,1657;10,4515
Alemanha:Rural;2011;11;1;28,4;29,6522222222222;;1,14777777777778;0;51,1657;10,4515
Alemanha:Rural;2011;12;1;28,105;29,9725;;1,16375;0;51,1657;10,4515
Alemanha:Rural;2012;1;1;31,4614285714286;30,2785714285714;;1,20428571428571;0;51,1657;10,4515
Alemanha:Rural;2012;2;1;31,4275;30,5325;;1,23625;0;51,1657;10,4515
Alemanha:Rural;2012;3;1;31,4144444444444;30,8866666666667;;1,29;0;51,1657;10,4515
Alemanha:Rural;2012;4;1;31,5325;31,16125;;1,31125;0;51,1657;10,4515
Alemanha:Rural;2012;5;1;31,5963636363636;31,4754545454545;;1,33272727272727;0;51,1657;10,4515
Alemanha:Rural;2012;6;1;31,54;31,7742857142857;;1,37285714285714;0;51,1657;10,4515
Alemanha:Rural;2012;7;1;31,49;32,015;;1,38875;0;51,1657;10,4515
Alemanha:Rural;2012;8;1;31,4209090909091;32,3363636363636;;1,42272727272727;0;51,1657;10,4515
Alemanha:Rural;2012;9;1;31,5677777777778;32,6288888888889;;1,46;0;51,1657;10,4515
Alemanha:Rural;2012;10;1;31,514;32,874;;1,462;0;51,1657;10,4515
Alemanha:Rural;2012;11;1;31,585;33,18375;;1,54;0;51,1657;10,4515
Alemanha:Rural;2012;12;1;31,26875;33,47875;;1,52125;0;51,1657;10,4515
Alemanha:Rural;2013;1;1;34,6325;33,8075;;1,5625;0;51,1657;10,4515
Alemanha:Rural;2013;2;1;34,74;34,1114285714286;;1,59142857142857;0;51,1657;10,4515
Alemanha:Rural;2013;3;1;34,5016666666667;34,36;;1,625;0;51,1657;10,4515
Alemanha:Rural;2013;4;1;34,567;34,608;;1,653;0;51,1657;10,4515
Alemanha:Rural;2013;5;1;34,7153846153846;34,9484615384615;;1,67615384615385;0;51,1657;10,4515
Alemanha:Rural;2013;6;1;34,5466666666667;35,2366666666667;;1,70111111111111;0;51,1657;10,4515
Alemanha:Rural;2013;7;1;34,53625;35,5375;;1,73125;0;51,1657;10,4515
Alemanha:Rural;2013;8;1;34,6516666666667;35,7966666666667;;1,76;0;51,1657;10,4515
Alemanha:Rural;2013;9;1;34,269;36,091;;1,804;0;51,1657;10,4515
Alemanha:Rural;2013;10;1;34,49875;36,435;;1,8225;0;51,1657;10,4515
Alemanha:Rural;2013;11;1;34,5766666666667;36,695;;1,84333333333333;0;51,1657;10,4515
Alemanha:Rural;2013;12;1;34,5644444444444;37;;1,87222222222222;0;51,1657;10,4515
Alemanha:Rural;2014;1;1;37,6988888888889;37,2866666666667;;Nao disponivel;0;51,1657;10,4515
Alemanha:Rural;2014;2;1;37,5842857142857;37,6014285714286;;1,96285714285714;0;51,1657;10,4515
Alemanha:Rural;2014;3;1;37,5866666666667;37,8722222222222;;1,96444444444444;0;51,1657;10,4515
Alemanha:Rural;2014;4;1;37,808;38,163;;1,997;0;51,1657;10,4515
Alemanha:Rural;2014;5;1;37,7333333333333;38,4883333333333;;2,04166666666667;0;51,1657;10,4515
Alemanha:Rural;2014;6;1;37,685;38,748;;2,058;0;51,1657;10,4515
Alemanha:Rural;2014;7;1;37,676;39,01;;2,097;0;51,1657;10,4515
Alemanha:Rural;2014;8;1;37,7525;39,3375;;2,12375;0;51,1657;10,4515
Alemanha:Rural;2014;9;1;37,7025;39,64375;;2,17375;0;51,1657;10,4515
Alemanha:Rural;2014;10;1;37,69;39,9222222222222;;2,17222222222222;0;51,1657;10,4515
Alemanha:Rural;2014;11;1;37,624;40,174;;2,214;0;51,1657;10,4515
Alemanha:Rural;2014;12;1;37,6769230769231;40,4869230769231;;2,23538461538462;0;51,1657;10,4515
Alemanha:Rural;2015;1;1;40,6845454545455;40,7772727272727;;2,24727272727273;0;51,1657;10,4515
Alemanha:Rural;2015;2;1;40,2425;41,12;;2,31125;0;51,1657;10,4515
Alemanha:Rural;2015;3;1;40,6033333333333;41,46;;2,31;0;51,1657;10,4515
Alemanha:Rural;2015;4;1;40,827;41,633;;2,366;0;51,1657;10,4515
Alemanha:Rural;2015;5;1;40,9;41,9916666666667;;2,36666666666667;0;51,1657;10,4515
Alemanha:Rural;2015;6;1;40,6025;42,255;;2,425;0;51,1657;10,4515
Alemanha:Rural;2015;7;1;40,804;42,542;;2,429;0;51,1657;10,4515
Alemanha:Rural;2015;8;1;40,6818181818182;42,79;;2,46818181818182;0;51,1657;10,4515
Alemanha:Rural;2015;9;1;40,6213333333333;43,13;;2,49266666666667;0;51,1657;10,4515
Alemanha:Rural;2015;10;1;40,576;43,43;;2,551;0;51,1657;10,4515
Alemanha:Rural;2015;11;1;40,6028571428572;43,7135714285714;;2,55785714285714;0;51,1657;10,4515
Alemanha:Rural;2015;12;1;40,6308333333333;43,9533333333333;;2,57416666666667;0;51,1657;10,4515
Alemanha:Rural;2016;1;1;43,5457142857143;44,2771428571429;;2,60571428571429;0;51,1657;10,4515
Alemanha:Rural;2016;2;1;43,37125;44,59375;;2,63625;0;51,1657;10,4515
Alemanha:Rural;2016;3;1;43,52125;44,87625;;2,67625;0;51,1657;10,4515
Alemanha:Rural;2016;4;1;43,565;45,18;;2,715;0;51,1657;10,4515
Alemanha:Rural;2016;5;1;43,4644444444444;45,4488888888889;;2,75;0;51,1657;10,4515
Alemanha:Rural;2016;6;1;43,6575;45,68625;;2,7575;0;51,1657;10,4515
Alemanha:Rural;2016;7;1;43,6285714285714;46,0085714285714;;2,79571428571429;0;51,1657;10,4515
Alemanha:Rural;2016;8;1;43,5828571428571;46,39;;2,81714285714286;0;51,1657;10,4515
Alemanha:Rural;2016;9;1;43,4428571428571;46,6171428571429;;2,85714285714286;0;51,1657;10,4515
Alemanha:Rural;2016;10;1;43,41;46,92875;;2,87125;0;51,1657;10,4515
Alemanha:Rural;2016;11;1;43,1955555555556;47,2388888888889;;2,89555555555556;0;51,1657;10,4515
Alemanha:Rural;2016;12;1;43,3975;47,505;;2,94;0;51,1657;10,4515
Alemanha:Rural;2017;1;1;46,0107692307692;47,8069230769231;;2,96769230769231;0;51,1657;10,4515
Alemanha:Rural;2017;2;1;45,9488888888889;48,1055555555556;;3,00444444444444;0;51,1657;10,4515
Alemanha:Rural;2017;3;1;46,1171428571429;48,3585714285714;;2,99285714285714;0;51,1657;10,4515
Alemanha:Rural;2017;4;1;46,0791666666667;48,6616666666667;;3,06416666666667;0;51,1657;10,4515
Alemanha:Rural;2017;5;1;46,0741666666667;48,9583333333333;;3,07583333333333;0;51,1657;10,4515
Alemanha:Rural;2017;6;1;46,0033333333333;49,2288888888889;;3,13888888888889;0;51,1657;10,4515
Alemanha:Rural;2017;7;1;46,0608333333333;49,5483333333333;;3,13416666666667;0;51,1657;10,4515
Alemanha:Rural;2017;8;1;46,105;49,8366666666667;;3,18416666666667;0;51,1657;10,4515
Alemanha:Rural;2017;9;1;46,1177777777778;50,13;;3,19111111111111;0;51,1657;10,4515
Alemanha:Rural;2017;10;1;46,06375;50,4075;;3,2275;0;51,1657;10,4515
Alemanha:Rural;2017;11;1;46,07125;50,73125;;3,25875;0;51,1657;10,4515
Alemanha:Rural;2017;12;1;46,0545454545455;50,96;;3,27;0;51,1657;10,4515
Alemanha:Rural;2018;1;1;48,3958333333333;51,31;;3,315;0;51,1657;10,4515
Alemanha:Rural;2018;2;1;48,3866666666667;51,565;;3,35166666666667;0;51,1657;10,4515
Alemanha:Rural;2018;3;1;48,3644444444444;51,8855555555556;;3,39222222222222;0;51,1657;10,4515
Alemanha:Rural;2018;4;1;48,5666666666667;52,1491666666667;;3,41416666666667;0;51,1657;10,4515
Alemanha:Rural;2018;5;1;48,3677777777778;52,4611111111111;;3,43;0;51,1657;10,4515
Alemanha:Rural;2018;6;1;48,4585714285714;52,6914285714286;;3,45;0;51,1657;10,4515
Alemanha:Rural;2018;7;1;48,4777777777778;53,0422222222222;;3,48777777777778;0;51,1657;10,4515
Alemanha:Rural;2018;8;1;48,325;53,375;;3,535;0;51,1657;10,4515
Alemanha:Rural;2018;9;1;48,3946153846154;53,5861538461539;;3,54230769230769;0;51,1657;10,4515
Alemanha:Rural;2018;10;1;48,2685714285714;53,8885714285714;;3,59;0;51,1657;10,4515
Alemanha:Rural;2018;11;1;48,43;54,1876923076923;;3,60230769230769;0;51,1657;10,4515
Alemanha:Rural;2018;12;1;48,425;54,49;;3,635;0;51,1657;10,4515
Alemanha:Rural;2019;1;1;50,605;54,7807142857143;;3,66071428571429;1;51,1657;10,4515
Alemanha:Rural;2019;2;1;50,5171428571429;55,1;;3,70285714285714;1;51,1657;10,4515
Alemanha:Rural;2019;3;1;50,5411111111111;55,3888888888889;;3,73888888888889;1;51,1657;10,4515
Alemanha:Rural;2019;4;1;50,4325;55,6425;;3,75;1;51,1657;10,4515
Alemanha:Rural;2019;5;1;50,4954545454546;55,9;;3,80090909090909;1;51,1657;10,4515
Alemanha:Rural;2019;6;1;50,5542857142857;56,2271428571429;;3,77857142857143;1;51,1657;10,4515
Alemanha:Rural;2019;7;1;50,5409090909091;56,5181818181818;;3,83363636363636;1;51,1657;10,4515
Alemanha:Rural;2019;8;1;50,42625;56,83375;;3,87875;1;51,1657;10,4515
Alemanha:Rural;2019;9;1;50,4314285714286;57,1714285714286;;3,91428571428571;1;51,1657;10,4515
Alemanha:Rural;2019;10;1;50,5583333333333;57,3925;;3,9325;1;51,1657;10,4515
Alemanha:Rural;2019;11;1;50,5311111111111;57,71;;3,95333333333333;1;51,1657;10,4515
Alemanha:Rural;2019;12;1;50,5271428571429;58,0328571428572;;3,96285714285714;1;51,1657;10,4515
Alemanha:Rural;2020;1;1;60,2983333333333;58,2866666666667;;4,01;1;51,1657;10,4515
Alemanha:Rural;2020;2;1;60,2427272727273;58,59;;4,03454545454546;1;51,1657;10,4515
Alemanha:Rural;2020;3;1;60,2718181818182;58,8563636363636;;Nao disponivel;1;51,1657;10,4515
Alemanha:Rural;2020;4;1;60,3191666666667;59,1658333333333;;4,10416666666667;1;51,1657;10,4515
Alemanha:Rural;2020;5;1;60,2616666666667;59,38;;4,11;1;51,1657;10,4515
Alemanha:Rural;2020;6;1;60,2233333333333;59,8016666666667;;4,18166666666667;1;51,1657;10,4515
Alemanha:Rural;2020;7;1;60,3418181818182;60,0436363636364;;4,21454545454546;1;51,1657;10,4515
Alemanha:Rural;2020;8;1;60,2388888888889;60,34;;4,20777777777778;1;51,1657;10,4515
Alemanha:Rural;2020;9;1;60,2055555555556;60,6044444444445;;4,24777777777778;1;51,1657;10,4515
Alemanha:Rural;2020;10;1;60,322;60,928;;4,28866666666667;1;51,1657;10,4515
Alemanha:Rural;2020;11;1;60,365;61,226;;4,304;1;51,1657;10,4515
Alemanha:Rural;2020;12;1;60,4145454545455;61,5209090909091;;4,33;1;51,1657;10,4515
Alemanha:Rural;2021;1;1;54,1463636363636;61,7572727272727;;4,35818181818182;1;51,1657;10,4515
Alemanha:Rural;2021;2;1;53,6442857142857;62,0642857142857;;4,38571428571429;1;51,1657;10,4515
Alemanha:Rural;2021;3;1;54,0875;62,3666666666667;;4,4225;1;51,1657;10,4515
Alemanha:Rural;2021;4;1;53,945;62,62625;;4,4575;1;51,1657;10,4515
Alemanha:Rural;2021;5;1;54,1775;62,92125;;4,48;1;51,1657;10,4515
Alemanha:Rural;2021;6;1;54,08125;63,195;;4,5175;1;51,1657;10,4515
Alemanha:Rural;2021;7;1;53,7675;63,51;;4,52625;1;51,1657;10,4515
Alemanha:Rural;2021;8;1;53,994;63,832;;4,576;1;51,1657;10,4515
Alemanha:Rural;2021;9;1;53,9972727272727;64,1209090909091;;4,60636363636364;1;51,1657;10,4515
Alemanha:Rural;2021;10;1;53,91;64,36;;4,6475;1;51,1657;10,4515
Alemanha:Rural;2021;11;1;54,098;64,7033333333333;;4,65466666666667;1;51,1657;10,4515
Alemanha:Rural;2021;12;1;54,1857142857143;65,0157142857143;;4,71857142857143;1;51,1657;10,4515
Alemanha:Rural;2022;1;1;55,3628571428571;65,2742857142857;;4,73428571428571;1;51,1657;10,4515
Alemanha:Rural;2022;2;1;55,4722222222222;65,5844444444444;;4,76111111111111;1;51,1657;10,4515
Alemanha:Rural;2022;3;1;55,2672727272727;65,8654545454545;;4,77363636363636;1;51,1657;10,4515
Alemanha:Rural;2022;4;1;55,2892857142857;66,1471428571429;;4,80285714285714;1;51,1657;10,4515
Alemanha:Rural;2022;5;1;55,586;66,438;;4,866;1;51,1657;10,4515
Alemanha:Rural;2022;6;1;55,3981818181818;66,7645454545455;;4,85818181818182;1;51,1657;10,4515
Alemanha:Rural;2022;7;1;55,4778571428571;67,0278571428571;;4,875;1;51,1657;10,4515
Alemanha:Rural;2022;8;1;55,4381818181818;67,3045454545455;;4,94454545454545;1;51,1657;10,4515
Alemanha:Rural;2022;9;1;55,5566666666667;67,6344444444445;;4,95222222222222;1;51,1657;10,4515
Alemanha:Rural;2022;10;1;55,5354545454545;67,9254545454545;;4,98363636363636;1;51,1657;10,4515
Alemanha:Rural;2022;11;1;55,5145454545455;68,1990909090909;;5,00090909090909;1;51,1657;10,4515
Alemanha:Rural;2022;12;1;55,4557142857143;68,5164285714286;;5,05071428571429;1;51,1657;10,4515
